name,organization,parameters,release_date,family,macro-family
Moondream1,Moondream,unknown,808,Moondream 1,Moondream
Moondream2,Moondream,unknown,745,Moondream 2,Moondream
moonshot-v1-8k,Moonshot AI,unknown,808,Moonshot V1,Moonshot
mPLUG-Owl2,Alibaba DAMO,unknown,949,mPLUG-Owl2,mPLUG
mPLUG-Owl3,Alibaba DAMO,unknown,591,mPLUG-Owl3,mPLUG
mpt-30b-chat,MosaicML,30,1073,MPT-30B,MPT
mpt-30b-instruct,MosaicML,30,1073,MPT-30B,MPT
mpt-7b-chat,MosaicML,7,1073,MPT-7B,MPT
MUG-U-7B,unknown,7,unknown,MUG-U 7B,MUG
my_model/,unknown,unknown,unknown,unknown,unknown
NCSOFT/Llama-3-OffsetBias-8B,NCSOFT,8,unknown,OffsetBias 8B,Llama 3
NCSOFT/Llama-3-OffsetBias-RM-8B,NCSOFT,8,unknown,OffsetBias RM 8B,Llama 3
Nexusflow-Raven-v2,Nexusflow,unknown,808,Nexus Raven v2,Nexus Raven
nicolinho/QRM-Gemma-2-27B,Community,27,unknown,QRM Gemma 2 27B,Gemma 2
nicolinho/QRM-Llama3.1-8B-v2,Community,8,unknown,QRM Llama 3.1 8B,Llama 3.1
nous-hermes-13b,NousResearch,13,949,Nous Hermes 13B,Nous Hermes
NousResearch/Hermes-3-Llama-3.1-70B,NousResearch,70,591,Hermes 3 70B,Hermes 3
NousResearch/Nous-Hermes-2-Mistral-7B-DPO,NousResearch,7,808,Nous Hermes 2 7B,Nous Hermes 2
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,NousResearch,47,808,Nous Hermes 2 Mixtral,Nous Hermes 2
NousResearch_Hermes-2-Pro-Llama-3-8B,NousResearch,8,745,Hermes 2 Pro 8B,Hermes 2
NousResearch_Hermes-2-Pro-Mistral-7B,NousResearch,7,808,Hermes 2 Pro 7B,Hermes 2
NVIDIA-Nemotron-3-Super,NVIDIA,unknown,unknown,Nemotron 3 Super,Nemotron
NVLM,NVIDIA,72,591,NVLM,NVLM
o1 (medium),OpenAI,unknown,502,o1,o1
o1-2024-12-17,OpenAI,unknown,502,o1,o1
O1-2024-12-17 (High),OpenAI,unknown,502,o1,o1
O1-2024-12-17 (Low),OpenAI,unknown,502,o1,o1
O1-2024-12-17 (Med),OpenAI,unknown,502,o1,o1
o1-2024-12-17-FC,OpenAI,unknown,502,o1,o1
o1-mini-2024-09-12,OpenAI,unknown,598,o1 mini,o1
O1-Mini-2024-09-12,OpenAI,unknown,598,o1 mini,o1
o1-preview-2024-09-12,OpenAI,unknown,598,o1 Preview,o1
O1-Preview-2024-09-12,OpenAI,unknown,598,o1 Preview,o1
o1-pro (high),OpenAI,unknown,514,o1 Pro,o1
O3 (High),OpenAI,unknown,382,o3,o3
o3 (high),OpenAI,unknown,382,o3,o3
o3-mini (high),OpenAI,unknown,457,o3 mini,o3
o3-mini (low),OpenAI,unknown,457,o3 mini,o3
o3-mini (medium),OpenAI,unknown,457,o3 mini,o3
O3-Mini-2025-01-31 (High),OpenAI,unknown,457,o3 mini,o3
O3-Mini-2025-01-31 (Low),OpenAI,unknown,457,o3 mini,o3
O3-Mini-2025-01-31 (Med),OpenAI,unknown,457,o3 mini,o3
O4-Mini (High),OpenAI,unknown,382,o4 mini,o4
o4-mini (high),OpenAI,unknown,382,o4 mini,o4
O4-Mini (Low),OpenAI,unknown,382,o4 mini,o4
o4-mini (low),OpenAI,unknown,382,o4 mini,o4
O4-Mini (Medium),OpenAI,unknown,382,o4 mini,o4
o4-mini (medium),OpenAI,unknown,382,o4 mini,o4
oasst-sft-4-pythia-12b,OpenAssistant,12,1027,OASST Pythia 12B,OASST
oasst-sft-7-llama-30b,OpenAssistant,30,1027,OASST LLaMA 30B,OASST
ola,unknown,unknown,unknown,unknown,unknown
OmChat,unknown,unknown,unknown,unknown,unknown
OmniLMM_12B,OpenBMB,12,808,OmniLMM 12B,OmniLMM
open-mistral-nemo-2407,Mistral AI,12,655,Mistral Nemo,Mistral Nemo
open-mistral-nemo-2407-FC,Mistral AI,12,655,Mistral Nemo,Mistral Nemo
open-mixtral-8x22b,Mistral AI,141,746,Mixtral 8x22B,Mixtral
open-mixtral-8x22b-FC,Mistral AI,141,746,Mixtral 8x22B,Mixtral
open-mixtral-8x7b,Mistral AI,47,874,Mixtral 8x7B,Mixtral
OpenAI o1-preview,OpenAI,unknown,598,o1 Preview,o1
openai/gpt-4o-2024-05-13,OpenAI,unknown,720,GPT-4o,GPT-4o
openai/gpt-4o-2024-08-06,OpenAI,unknown,635,GPT-4o,GPT-4o
openai/gpt-4o-mini-2024-07-18,OpenAI,unknown,655,GPT-4o mini,GPT-4o
OpenAssistant/oasst-rm-2-pythia-6.9b-epoch-1,OpenAssistant,6.9,unknown,OASST RM Pythia 6.9B,OASST
OpenAssistant/oasst-rm-2.1-pythia-1.4b-epoch-2.5,OpenAssistant,1.4,unknown,OASST RM Pythia 1.4B,OASST
OpenAssistant/reward-model-deberta-v3-large-v2,OpenAssistant,unknown,unknown,OASST DeBERTa RM,OASST
openbmb/Eurus-7b-kto,OpenBMB,7,unknown,Eurus 7B,Eurus
openbmb/Eurus-RM-7b,OpenBMB,7,unknown,Eurus RM 7B,Eurus
openbmb/MiniCPM-2B-dpo-fp32,OpenBMB,2,unknown,MiniCPM 2B,MiniCPM
openbmb/UltraRM-13b,OpenBMB,13,unknown,UltraRM 13B,UltraRM
openbmb_MiniCPM3-4B,OpenBMB,4,591,MiniCPM3 4B,MiniCPM3
openbmb_MiniCPM3-4B-FC,OpenBMB,4,591,MiniCPM3 4B,MiniCPM3
OpenCodeReasoning-Nemotron-1.1-32B,NVIDIA,32,unknown,OpenCodeReasoning Nemotron 32B,Nemotron
opencompass/CompassJudger-1-1.5B-Instruct,OpenCompass,1.5,unknown,CompassJudger 1.5B,CompassJudger
opencompass/CompassJudger-1-14B-Instruct,OpenCompass,14,unknown,CompassJudger 14B,CompassJudger
opencompass/CompassJudger-1-7B-Instruct,OpenCompass,7,unknown,CompassJudger 7B,CompassJudger
OpenReasoning-Nemotron-32B,NVIDIA,32,unknown,OpenReasoning Nemotron 32B,Nemotron
OpenThinker-32B,Community,32,433,OpenThinker 32B,OpenThinker
opus,Anthropic,unknown,790,Claude 3 Opus,Opus
Ovis1.5-Gemma2-9B,Alibaba,9,591,Ovis 1.5 9B,Ovis
Ovis1.5-Llama3-8B,Alibaba,8,591,Ovis 1.5 8B,Ovis
Ovis1.6-Gemma2-27B,Alibaba,27,515,Ovis 1.6 27B,Ovis
Ovis1.6-Gemma2-9B,Alibaba,9,515,Ovis 1.6 9B,Ovis
Ovis1.6-Llama3.2-3B,Alibaba,3,515,Ovis 1.6 3B,Ovis
Ovis2-16B,Alibaba,16,468,Ovis2 16B,Ovis2
Ovis2-1B,Alibaba,1,468,Ovis2 1B,Ovis2
Ovis2-2B,Alibaba,2,468,Ovis2 2B,Ovis2
Ovis2-34B,Alibaba,34,468,Ovis2 34B,Ovis2
Ovis2-4B,Alibaba,4,468,Ovis2 4B,Ovis2
Ovis2-8B,Alibaba,8,468,Ovis2 8B,Ovis2
paligemma-3b-mix-448,Google,3,719,PaliGemma 3B,PaliGemma
palm-2-chat-bison-001,Google,unknown,949,PaLM 2 Chat,PaLM 2
PandaGPT_13B,CUHK,13,1027,PandaGPT 13B,PandaGPT
Parrot,unknown,unknown,unknown,unknown,unknown
Phi-3-medium-128k-instruct,Microsoft,14,719,Phi-3 Medium,Phi-3
Phi-3-mini-128k-instruct,Microsoft,3.8,740,Phi-3 Mini,Phi-3
phi-3-mini-128k-instruct,Microsoft,3.8,740,Phi-3 Mini,Phi-3
Phi-3-mini-4k-instruct,Microsoft,3.8,740,Phi-3 Mini,Phi-3
phi-3-mini-4k-instruct,Microsoft,3.8,740,Phi-3 Mini,Phi-3
Phi-3-Vision,Microsoft,4.2,712,Phi-3 Vision,Phi-3
Phi-3.5-Vision,Microsoft,4.2,621,Phi-3.5 Vision,Phi-3.5
Phi-4-reasoning-plus,Microsoft,14,368,Phi-4 Reasoning,Phi-4
Phi-4-Vision,Microsoft,14,507,Phi-4 Vision,Phi-4
Pixtral-12B,Mistral AI,12,593,Pixtral 12B,Pixtral
PKU-Alignment/beaver-7b-v1.0-cost,PKU,7,unknown,Beaver 7B,Beaver
PKU-Alignment/beaver-7b-v1.0-reward,PKU,7,unknown,Beaver 7B,Beaver
PKU-Alignment/beaver-7b-v2.0-cost,PKU,7,unknown,Beaver 7B,Beaver
PKU-Alignment/beaver-7b-v2.0-reward,PKU,7,unknown,Beaver 7B,Beaver
PMC-LLaMA-7B,Stanford,7,unknown,PMC-LLaMA 7B,Llama
POINTS-Qwen-2.5-7B-Chat,Community,7,unknown,POINTS Qwen2.5 7B,Qwen2.5
POINTS-Yi-1.5-9B-Chat,Community,9,unknown,POINTS Yi-1.5 9B,Yi-1.5
POINTSV15-Qwen-2.5-7B-Chat,Community,7,unknown,POINTS v1.5 Qwen2.5 7B,Qwen2.5
prometheus-eval/prometheus-8x7b-v2.0,KAIST,47,unknown,Prometheus 8x7B v2,Prometheus
pythia-12b,EleutherAI,12,1095,Pythia 12B,Pythia
QED-Nano,unknown,unknown,unknown,unknown,unknown
QVQ-72B-Preview,Alibaba,72,494,QVQ 72B Preview,QVQ
Qwen-VL-Max-0809,Alibaba,unknown,632,Qwen-VL Max,Qwen-VL
Qwen-VL-Plus-0809,Alibaba,unknown,632,Qwen-VL Plus,Qwen-VL
Qwen/Qwen1.5-0.5B-Chat,Alibaba,0.5,817,Qwen1.5 0.5B,Qwen1.5
Qwen/Qwen1.5-1.8B-Chat,Alibaba,1.8,817,Qwen1.5 1.8B,Qwen1.5
Qwen/Qwen1.5-14B-Chat,Alibaba,14,817,Qwen1.5 14B,Qwen1.5
Qwen/Qwen1.5-4B-Chat,Alibaba,4,817,Qwen1.5 4B,Qwen1.5
Qwen/Qwen1.5-72B-Chat,Alibaba,72,817,Qwen1.5 72B,Qwen1.5
Qwen/Qwen1.5-7B-Chat,Alibaba,7,817,Qwen1.5 7B,Qwen1.5
Qwen/Qwen1.5-MoE-A2.7B-Chat,Alibaba,14.3,817,Qwen1.5 MoE,Qwen1.5
Qwen1.5-110B,Alibaba,110,817,Qwen1.5 110B,Qwen1.5
Qwen1.5-14B-Chat,Alibaba,14,817,Qwen1.5 14B,Qwen1.5
Qwen1.5-72B-Chat,Alibaba,72,817,Qwen1.5 72B,Qwen1.5
qwen1.5-72b-chat,Alibaba,72,817,Qwen1.5 72B,Qwen1.5
qwen1.5-7b-chat,Alibaba,7,817,Qwen1.5 7B,Qwen1.5
Qwen1.5-7B-Chat,Alibaba,7,817,Qwen1.5 7B,Qwen1.5
Qwen2-Ins-72B,Alibaba,72,695,Qwen2 72B,Qwen2
Qwen2-VL-2B-Instruct,Alibaba,2,558,Qwen2-VL 2B,Qwen2-VL
Qwen2-VL-72B-Instruct,Alibaba,72,558,Qwen2-VL 72B,Qwen2-VL
Qwen2-VL-7B-Instruct,Alibaba,7,558,Qwen2-VL 7B,Qwen2-VL
Qwen2.5-Coder-Ins-32B,Alibaba,32,591,Qwen2.5 Coder 32B,Qwen2.5 Coder
Qwen2.5-Coder-Ins-7B,Alibaba,7,591,Qwen2.5 Coder 7B,Qwen2.5 Coder
Qwen2.5-Ins-32B,Alibaba,32,591,Qwen2.5 32B,Qwen2.5
Qwen2.5-Ins-72B,Alibaba,72,591,Qwen2.5 72B,Qwen2.5
Qwen2.5-Ins-7B,Alibaba,7,591,Qwen2.5 7B,Qwen2.5
Qwen2.5-VL-3B,Alibaba,3,462,Qwen2.5-VL 3B,Qwen2.5-VL
Qwen2.5-VL-3B-Instruct,Alibaba,3,462,Qwen2.5-VL 3B,Qwen2.5-VL
Qwen2.5-VL-72B,Alibaba,72,462,Qwen2.5-VL 72B,Qwen2.5-VL
Qwen2.5-VL-72B-Instruct,Alibaba,72,462,Qwen2.5-VL 72B,Qwen2.5-VL
Qwen2.5-VL-7B,Alibaba,7,462,Qwen2.5-VL 7B,Qwen2.5-VL
Qwen2.5-VL-7B-Instruct,Alibaba,7,462,Qwen2.5-VL 7B,Qwen2.5-VL
Qwen3-235B-2507-Think,Alibaba,235,282,Qwen3 235B,Qwen3
Qwen3-235B-A22B,Alibaba,235,365,Qwen3 235B,Qwen3
qwen3-30b-a3b,Alibaba,30,365,Qwen3 30B-A3B,Qwen3
Qwen3-30B-A3B,Alibaba,30,365,Qwen3 30B-A3B,Qwen3
Qwen3-30B-A3B-2507-Think,Alibaba,30,282,Qwen3 30B-A3B,Qwen3
Qwen3-4B-2507-Think,Alibaba,4,282,Qwen3 4B,Qwen3
Qwen3-Max,Alibaba,235,365,Qwen3 Max,Qwen3
Qwen3-Next-80B-A3B-Thinking,Alibaba,80,unknown,Qwen3 Next 80B,Qwen3 Next
Qwen3-VL-235B Instruct,Alibaba,235,unknown,Qwen3-VL 235B,Qwen3-VL
Qwen3-VL-Thinking,Alibaba,unknown,unknown,Qwen3-VL,Qwen3-VL
Qwen3.5-27B,Alibaba,27,60,Qwen3.5 27B,Qwen3.5
Qwen3.5-35B-A3B,Alibaba,35,60,Qwen3.5 35B-A3B,Qwen3.5
Qwen3.5-397b-a17b,Alibaba,397,60,Qwen3.5 397B-A17B,Qwen3.5
Qwen3.5-4B,Alibaba,4,unknown,Qwen3.5 4B,Qwen3.5
Qwen3.5-9B,Alibaba,9,unknown,Qwen3.5 9B,Qwen3.5
qwen_base,Alibaba,unknown,unknown,Qwen,Qwen
qwen_chat,Alibaba,unknown,unknown,Qwen,Qwen
Qwen_Qwen2-1.5B-Instruct,Alibaba,1.5,695,Qwen2 1.5B,Qwen2
Qwen_Qwen2-7B-Instruct,Alibaba,7,695,Qwen2 7B,Qwen2
Qwen_Qwen2.5-0.5B-Instruct,Alibaba,0.5,591,Qwen2.5 0.5B,Qwen2.5
Qwen_Qwen2.5-1.5B-Instruct,Alibaba,1.5,591,Qwen2.5 1.5B,Qwen2.5
Qwen_Qwen2.5-14B-Instruct,Alibaba,14,591,Qwen2.5 14B,Qwen2.5
Qwen_Qwen2.5-32B-Instruct,Alibaba,32,591,Qwen2.5 32B,Qwen2.5
Qwen_Qwen2.5-3B-Instruct,Alibaba,3,591,Qwen2.5 3B,Qwen2.5
Qwen_Qwen2.5-72B-Instruct,Alibaba,72,591,Qwen2.5 72B,Qwen2.5
Qwen_Qwen2.5-7B-Instruct,Alibaba,7,591,Qwen2.5 7B,Qwen2.5
QwenVLMax,Alibaba,unknown,unknown,Qwen-VL Max,Qwen-VL
QwenVLPlus,Alibaba,unknown,unknown,Qwen-VL Plus,Qwen-VL
QwQ-32B,Alibaba,32,424,QwQ 32B,QwQ
qwq-32b,Alibaba,32,424,QwQ 32B,QwQ
qwq-32b-preview,Alibaba,32,522,QwQ 32B Preview,QwQ
QwQ-32B-Preview,Alibaba,32,522,QwQ 32B Preview,QwQ
QwQ-32B_temp,Alibaba,32,522,QwQ 32B,QwQ
QwQ-Max-Preview,Alibaba,unknown,unknown,QwQ Max,QwQ
Ray2333/Gemma-2B-rewardmodel-baseline,Community,2,unknown,Gemma 2B RM,Gemma
Ray2333/Gemma-2B-rewardmodel-ft,Community,2,unknown,Gemma 2B RM,Gemma
Ray2333/GRM-Gemma-2B-rewardmodel-ft,Community,2,unknown,GRM Gemma 2B,GRM
Ray2333/GRM-Gemma-2B-sftreg,Community,2,unknown,GRM Gemma 2B,GRM
Ray2333/GRM-gemma2-2B-rewardmodel-ft,Community,2,unknown,GRM Gemma2 2B,GRM
Ray2333/GRM-llama3-8B-distill,Community,8,unknown,GRM LLaMA3 8B,GRM
Ray2333/GRM-Llama3-8B-rewardmodel-ft,Community,8,unknown,GRM LLaMA3 8B,GRM
Ray2333/GRM-llama3-8B-sftreg,Community,8,unknown,GRM LLaMA3 8B,GRM
Ray2333/GRM-llama3.2-3B-rewardmodel-ft,Community,3,unknown,GRM LLaMA3.2 3B,GRM
Ray2333/reward-model-Mistral-7B-instruct-Unified-Feedback,Community,7,unknown,Mistral 7B RM,Mistral RM
RBDash_72b,unknown,72,unknown,RBDash 72B,RBDash
RekaEdge,Reka AI,unknown,745,Reka Edge,Reka
RekaFlash,Reka AI,unknown,745,Reka Flash,Reka
Ristretto-3B,unknown,3,unknown,Ristretto 3B,Ristretto
RLHFlow/LLaMA3-iterative-DPO-final,RLHFlow,unknown,unknown,LLaMA3 Iterative DPO,Llama 3
RLHFlow/RewardModel-Mistral-7B-for-DPA-v1,RLHFlow,7,unknown,RLHFlow Mistral RM,Mistral RM
ross-qwen2-7b,Community,7,unknown,Qwen2 7B (fine-tune),Qwen2
rwkv-4-raven-14b,RWKV Team,14,1027,RWKV-4 Raven 14B,RWKV
s1.1-32B,Stanford,32,438,s1.1 32B,s1
SAIL-VL-2B,Alibaba,2,unknown,SAIL-VL 2B,SAIL-VL
Salesforce_xLAM-1b-fc-r,Salesforce,1,unknown,xLAM 1B,xLAM
Salesforce_xLAM-7b-fc-r,Salesforce,7,unknown,xLAM 7B,xLAM
Salesforce_xLAM-7b-r,Salesforce,7,unknown,xLAM 7B,xLAM
Salesforce_xLAM-8x22b-r,Salesforce,141,unknown,xLAM 8x22B,xLAM
Salesforce_xLAM-8x7b-r,Salesforce,47,unknown,xLAM 8x7B,xLAM
SenseChat-Vision,SenseTime,unknown,unknown,SenseChat Vision,SenseChat
sfairXC/FsfairX-LLaMA3-RM-v0.1,FsfairX,8,unknown,FsfairX LLaMA3 RM,Llama 3
sharecaptioner,Community,unknown,unknown,ShareCaptioner,ShareCaptioner
sharegpt4v_13b,Community,13,949,ShareGPT4V 13B,ShareGPT4V
sharegpt4v_7b,Community,7,949,ShareGPT4V 7B,ShareGPT4V
Skywork/Skywork-Critic-Llama-3.1-8B,Skywork,8,unknown,Skywork Critic 8B,Skywork
Skywork/Skywork-Reward-Gemma-2-27B,Skywork,27,unknown,Skywork Reward 27B,Skywork
Skywork/Skywork-Reward-Gemma-2-27B-v0.2,Skywork,27,unknown,Skywork Reward 27B,Skywork
Skywork/Skywork-Reward-Llama-3.1-8B,Skywork,8,unknown,Skywork Reward 8B,Skywork
Skywork/Skywork-Reward-Llama-3.1-8B-v0.2,Skywork,8,unknown,Skywork Reward 8B,Skywork
Slime-13B,unknown,13,unknown,Slime 13B,Slime
Slime-7B,unknown,7,unknown,Slime 7B,Slime
Slime-8B,unknown,8,unknown,Slime 8B,Slime
SmolVLM,HuggingFace,unknown,522,SmolVLM,SmolVLM
SmolVLM-256M,HuggingFace,0.256,522,SmolVLM 256M,SmolVLM
SmolVLM-500M,HuggingFace,0.5,522,SmolVLM 500M,SmolVLM
SmolVLM-DPO,HuggingFace,unknown,522,SmolVLM DPO,SmolVLM
SmolVLM-Synthetic,HuggingFace,unknown,522,SmolVLM Synthetic,SmolVLM
SmolVLM2,HuggingFace,unknown,382,SmolVLM2,SmolVLM2
SmolVLM2-256M,HuggingFace,0.256,382,SmolVLM2 256M,SmolVLM2
SmolVLM2-500M,HuggingFace,0.5,382,SmolVLM2 500M,SmolVLM2
sonnet,Anthropic,unknown,790,Claude 3 Sonnet,Sonnet
sonnet-3.5,Anthropic,unknown,682,Claude 3.5 Sonnet,Sonnet
stabilityai/stable-code-instruct-3b,Stability AI,3,unknown,Stable Code 3B,Stable Code
stabilityai/stablelm-2-12b-chat,Stability AI,12,808,StableLM 2 12B,StableLM 2
stabilityai/stablelm-2-zephyr-1_6b,Stability AI,1.6,808,StableLM 2 Zephyr 1.6B,StableLM 2
stabilityai/stablelm-zephyr-3b,Stability AI,3,874,StableLM Zephyr 3B,StableLM
stablelm-tuned-alpha-7b,Stability AI,7,1073,StableLM Alpha 7B,StableLM
starchat,HuggingFace,16,1073,StarChat,StarChat
Step 3.5 Flash,Stepfun,196,87,Step 3.5 Flash,Step 3
Step1.5V-mini,Stepfun,unknown,unknown,Step 1.5V Mini,Step 1
Step1o,Stepfun,unknown,unknown,Step1o,Step 1
Step1V,Stepfun,unknown,unknown,Step1V,Step 1
SultanR/SmolTulu-1.7b-RM,Community,1.7,unknown,SmolTulu 1.7B RM,SmolTulu
Sup-AI-Ensemble,unknown,unknown,unknown,unknown,unknown
Taichu-VLR-3B,Taichu AI,3,unknown,Taichu VLR 3B,Taichu VLR
Taichu-VLR-7B,Taichu AI,7,unknown,Taichu VLR 7B,Taichu VLR
Taiyi,unknown,unknown,unknown,Taiyi,Taiyi
Team-ACE_ToolACE-8B,Team ACE,8,unknown,ToolACE 8B,ToolACE
TeleMM,unknown,unknown,unknown,unknown,unknown
THUDM_glm-4-9b-chat,Zhipu AI,9,697,GLM-4 9B,GLM-4
TransCore_M,unknown,unknown,unknown,unknown,unknown
tulu-30b,Allen AI,30,949,Tulu 30B,Tulu
ultralm-13b,Allen AI,13,1027,UltraLM 13B,UltraLM
ultralm-65b,Allen AI,65,1027,UltraLM 65B,UltraLM
upstage/SOLAR-10.7B-Instruct-v1.0,Upstage,10.7,874,SOLAR 10.7B,SOLAR
URSA-8B,URSA Team,8,unknown,URSA 8B,URSA
valley_eagle,unknown,unknown,unknown,unknown,unknown
varco-vision-hf,NCSOFT,unknown,unknown,Varco Vision,Varco
vicuna-13b-v1.3,LMSYS,13,1027,Vicuna 13B,Vicuna
vicuna-33b,LMSYS,33,1027,Vicuna 33B,Vicuna
vicuna-33b-v1.3,LMSYS,33,1027,Vicuna 33B,Vicuna
vicuna-7b-v1.3,LMSYS,7,1027,Vicuna 7B,Vicuna
VILA1.5-13b,NVIDIA,13,719,VILA1.5 13B,VILA
VILA1.5-3b,NVIDIA,3,719,VILA1.5 3B,VILA
VILA1.5-40b,NVIDIA,40,719,VILA1.5 40B,VILA
Vintern-1B-v2,VinBrain,1,unknown,Vintern 1B,Vintern
Vintern-3B-beta,VinBrain,3,unknown,Vintern 3B,Vintern
VisualGLM_6b,Zhipu AI,6,1027,VisualGLM 6B,VisualGLM
vita,Tencent,unknown,591,VITA,VITA
vita_qwen2,Tencent,unknown,591,VITA Qwen2,VITA
VLAA-Thinker-Qwen2.5VL-3B,Community,3,unknown,VLAA Thinker 3B,Qwen2.5-VL
VLAA-Thinker-Qwen2.5VL-7B,Community,7,unknown,VLAA Thinker 7B,Qwen2.5-VL
VLM-R1,Community,unknown,393,VLM-R1,VLM-R1
VXVERSE,unknown,unknown,unknown,unknown,unknown
watt-ai_watt-tool-70B,Watt AI,70,unknown,Watt Tool 70B,Watt Tool
watt-ai_watt-tool-8B,Watt AI,8,unknown,Watt Tool 8B,Watt Tool
WeMM,unknown,unknown,unknown,unknown,unknown
wenbopan/Faro-Yi-9B-DPO,Community,9,unknown,Faro Yi 9B,Yi
weqweasdas/hh_rlhf_rm_open_llama_3b,Community,3,unknown,HH-RLHF RM 3B,Llama
weqweasdas/RM-Gemma-2B,Community,2,unknown,RM Gemma 2B,Gemma
weqweasdas/RM-Gemma-7B,Community,7,unknown,RM Gemma 7B,Gemma
weqweasdas/RM-Gemma-7B-4096,Community,7,unknown,RM Gemma 7B,Gemma
weqweasdas/RM-Mistral-7B,Community,7,unknown,RM Mistral 7B,Mistral RM
wizardlm-13b,WizardLM,13,1027,WizardLM 13B,WizardLM
wizardlm-30b,WizardLM,30,949,WizardLM 30B,WizardLM
wizardlm-70b,WizardLM,70,808,WizardLM 70B,WizardLM
wizardlm-7b,WizardLM,7,1027,WizardLM 7B,WizardLM
XBai-o4-medium,unknown,unknown,unknown,unknown,unknown
XComposer,Shanghai AI Lab,unknown,949,XComposer,XComposer
XComposer2,Shanghai AI Lab,7,808,XComposer2,XComposer2
XComposer2_1.8b,Shanghai AI Lab,1.8,808,XComposer2 1.8B,XComposer2
XComposer2_4KHD,Shanghai AI Lab,7,808,XComposer2 4KHD,XComposer2
XComposer2d5,Shanghai AI Lab,7,719,XComposer2.5,XComposer2
xgen-mm-phi3-dpo-r-v1.5,Salesforce,3.8,719,XGen-MM Phi3 DPO,XGen-MM
xgen-mm-phi3-interleave-r-v1.5,Salesforce,3.8,719,XGen-MM Phi3,XGen-MM
XinYuan-VL-2B-Instruct,Community,2,unknown,XinYuan-VL 2B,XinYuan-VL
Yi-34B,01.AI,34,909,Yi 34B,Yi
yi-34b,01.AI,34,909,Yi 34B,Yi
Yi-6B,01.AI,6,909,Yi 6B,Yi
yi-6b,01.AI,6,909,Yi 6B,Yi
yi-6b-chat,01.AI,6,909,Yi 6B Chat,Yi
Yi-6B-Chat,01.AI,6,909,Yi 6B Chat,Yi
Yi-6b-Chat,01.AI,6,909,Yi 6B Chat,Yi
Yi-Vision,01.AI,unknown,909,Yi Vision,Yi Vision
Yi_VL_34B,01.AI,34,909,Yi-VL 34B,Yi-VL
Yi_VL_6B,01.AI,6,909,Yi-VL 6B,Yi-VL
